display_name,owner_name,city,state,zip,phone,grade,outreach_priority,segment,est_monthly_glp1_fills,est_annual_loss,final_score
"DARLING APOTHECARY, LLC",KYLE ZAFFINO,COUDERSPORT,PA,16915,8147388383,C,Conditional,MFP Cash Flow,513,243168.0,68.3
CHRISTOFANO ASSOCIATES LLC,EDWARD CHRISTOFANO,DONEGAL,PA,15628,7245934400,C,Conditional,MFP Cash Flow,513,243168.0,68.3
"R & S SCHOTT, LLC",RYAN SCHOTT,GALETON,PA,16922,8144356588,C,Conditional,MFP Cash Flow,513,243168.0,68.3
FAMILY CENTER PHARMACY LLC,ALLISON BROWN,GREENSBURG,PA,15601,7248365749,C,Conditional,MFP Cash Flow,513,243168.0,68.3
LENOX PHARMACY,WALTER MULLER,KINGSLEY,PA,18826,5702225005,C,Conditional,MFP Cash Flow,513,243168.0,68.3
"MARTELLA'S PHARMACY OF LIGONIER, LLC",JACQUELINE MARTELLA,LIGONIER,PA,15658,7242386988,C,Conditional,MFP Cash Flow,513,243168.0,68.3
NEWTOWN SQUARE APOTHECARY LLC,HIMAL PATEL,NEWTOWN SQUARE,PA,19073,6102735110,C,Conditional,MFP Cash Flow,513,243168.0,68.3
MJRRX INC,LORI KRUKOWSKI,NICHOLSON,PA,18446,5709428700,C,Conditional,MFP Cash Flow,513,243168.0,68.3
"LALIBELA, LTD",YAKOV BEREZHINSKY,PHILADELPHIA,PA,19115,2153158980,C,Conditional,MFP Cash Flow,513,243168.0,68.3
WILLIAMS VALLEY PHARMACY,JULIE LETCHER,TOWER CITY,PA,17980,7176479523,C,Conditional,MFP Cash Flow,513,243168.0,68.3
SALEM CROSSROADS APOTHECARY LLC,DENNIS KIESEL,DELMONT,PA,15626,7244685565,C,Conditional,MFP Cash Flow,513,243168.0,68.3
DONEGAL PHARMACY INC,JACK SHAFFER,DONEGAL,PA,15628,7245932502,C,Conditional,MFP Cash Flow,513,243168.0,68.3
GREENSBURG MED INC,MICHAEL SHEFFLER,GREENSBURG,PA,15601,7248345513,C,Conditional,MFP Cash Flow,513,243168.0,68.3
"LOUGHRAN'S PHARMACY, INC.",GEORGE LOUGHRAN,GREENSBURG,PA,15601,7248372090,C,Conditional,MFP Cash Flow,513,243168.0,68.3
"VACCARE PHARMACY , INC",ESTHER RAHL,GREENSBURG,PA,15601,7248271260,C,Conditional,MFP Cash Flow,513,243168.0,68.3
EXCEL PHARMACY SERVICES LLC,YOUNG GIM,HAVERFORD,PA,19041,4842706300,C,Conditional,MFP Cash Flow,513,243168.0,68.3
"MAINLINE PHARMACY MURRYSVILLE, LLC",STEVEN DECRISCIO,MURRYSVILLE,PA,15668,7243276611,C,Conditional,MFP Cash Flow,513,243168.0,68.3
PJL INC,JOSEPH LECH,NICHOLSON,PA,18446,5709424207,C,Conditional,MFP Cash Flow,513,243168.0,68.3
BUSTLETON PHARMACY,IRENE LIPSHITS,PHILADELPHIA,PA,19115,2158560600,C,Conditional,MFP Cash Flow,513,243168.0,68.3
REESE PHARMACY LLC,ERIC SITNICK,PHILADELPHIA,PA,19118,2152470335,C,Conditional,MFP Cash Flow,513,243168.0,68.3
STAYWELL RX INC,JASON PAINTER,SCOTTDALE,PA,15683,7242205424,C,Conditional,MFP Cash Flow,513,243168.0,68.2
CHRISTOFANO ASSOCIATES LLC,EDWARD CHRISTFANO,YOUNGWOOD,PA,15697,7249251400,C,Conditional,MFP Cash Flow,513,243168.0,68.2
CHRISTOFANO ASSOCIATES LLC,EDWARD CHRISTOFANO,YOUNGWOOD,PA,15697,7248402181,C,Conditional,MFP Cash Flow,513,243168.0,68.2
PRIMARY CARE PHARMACY SERVICES INC.,ANTHONY BERTOLA,MCKEES ROCKS,PA,15136,4127712149,C,Conditional,GLP-1 Loss,513,243168.0,68.2
UPMC COMMUNITY PROVIDER SERVICES,ERIC BIELICH,MCKEESPORT,PA,15132,4126643100,C,Conditional,GLP-1 Loss,513,243168.0,68.1
UNION PRESCRIPTION CENTER,ANGIE BORRELLO,MONESSEN,PA,15062,7246848350,C,Conditional,MFP Cash Flow,513,243168.0,67.9
CHRISTOFANO ASSOCIATES LLC,EDWARD CHRISTOFANO,MOUNT PLEASANT,PA,15666,7245473400,C,Conditional,MFP Cash Flow,513,243168.0,67.9
JANOSIKS PHARMACY,JOSEPH JANOSIK,MONESSEN,PA,15062,7246848600,C,Conditional,MFP Cash Flow,513,243168.0,67.9
DECARIA BROTHERS INC,MARY ANDRESEN,CORAOPOLIS,PA,15108,4122642230,C,Conditional,GLP-1 Loss,513,243168.0,67.9
GENE A RILEY & THOMAS C RILEY PTRS,THOMAS RILEY,PITTSBURGH,PA,15234,4123446700,C,Conditional,GLP-1 Loss,513,243168.0,67.9
"PERIGON PHARMACY 360, LLC",GENESE HENDRICKSON,CORAOPOLIS,PA,15108,4126842500,C,Conditional,GLP-1 Loss,513,243168.0,67.9
DORAL PHARMACEUTICALS LLC,PRUDENCE EVANCIC,PITTSBURGH,PA,15234,4125612417,C,Conditional,GLP-1 Loss,513,243168.0,67.9
MARYSIA INC,RONALD MCDERMOTT,HARMONY,PA,16037,7244525334,C,Conditional,MFP Cash Flow,513,243168.0,67.8
KLINGENSMITH DRUG INC,JAMIE DAVIS,KITTANNING,PA,16201,7245433400,C,Conditional,MFP Cash Flow,513,243168.0,67.8
KLINGENSMITH DRUG INC,JAMIE DAVIS,KITTANNING,PA,16201,7245485500,C,Conditional,MFP Cash Flow,513,243168.0,67.8
"BURRELL PHARMACY, INC",ALEXANDER MICKLOW,NORTH APOLLO,PA,15673,7244784061,C,Conditional,MFP Cash Flow,513,243168.0,67.8
KLINGENSMITH RIMERSBURG INC.,JAMIE DAVIS,RIMERSBURG,PA,16248,8144733141,C,Conditional,MFP Cash Flow,513,243168.0,67.8
RISTWAY INC,SHANE DAUGHERTY,NEW STANTON,PA,15672,7249259810,C,Conditional,MFP Cash Flow,513,243168.0,67.8
LCH HEALTH AND COMMUNITY SERVICES,RONAN GANNON,KENNETT SQUARE,PA,19348,6104447550,C,Conditional,MFP Cash Flow,513,243168.0,67.8
BILL WEAVER,R. WEAVER,PITTSBURGH,PA,15217,4124229004,C,Conditional,GLP-1 Loss,512,242688.0,67.8
ADVANCED PHARMACY INC,JOSEPH DANIELS,PITTSBURGH,PA,15226,4125613180,C,Conditional,GLP-1 Loss,512,242688.0,67.8
FEDERICO DE PASQUALE PC,FRED DE PASQUALE,PITTSBURGH,PA,15226,4125613180,C,Conditional,GLP-1 Loss,512,242688.0,67.8
SPARTAN PHARMACY INC,ADAM RICE,PITTSBURGH,PA,15227,4128854700,C,Conditional,GLP-1 Loss,511,242208.0,67.7
SPARTAN PHARMACY INC.,ADAM RICE,BRENTWOOD,PA,15227,4124405888,C,Conditional,GLP-1 Loss,511,242208.0,67.7
SPARTAN PHARMACY INC,ADAM RICE,PITTSBURGH,PA,15227,4128844400,C,Conditional,GLP-1 Loss,511,242208.0,67.7
KLINGENSMITH DRUG INC,JAMIE DAVIS,NUMINE,PA,16244,7247837341,C,Conditional,MFP Cash Flow,513,243168.0,67.6
KLINGENSMITH DRUG INC,JAMIE DAVIS,NUMINE,PA,16244,7247837341,C,Conditional,MFP Cash Flow,513,243168.0,67.6
FRANKLIN PA PHARMACY LLC,BRETTON WALBERG,FRANKLIN,PA,16323,8144379111,C,Conditional,MFP Cash Flow,513,243168.0,67.5
US DISCOUNT MEDS,RONALD DEMARINO,JEANNETTE,PA,15644,7245233347,C,Conditional,MFP Cash Flow,513,243168.0,67.5
BAY FY INC,JAMES BEATTY,JEANNETTE,PA,15644,7245234667,C,Conditional,MFP Cash Flow,513,243168.0,67.5
TITUSVILLE EXPRESS PHARMACY INC,ASHLEY CRUM,TITUSVILLE,PA,16354,8148275719,C,Conditional,MFP Cash Flow,513,243168.0,67.4
TITUSVILLE MS LLC,EDWARD DERRICK,TITUSVILLE,PA,16354,8148271849,C,Conditional,MFP Cash Flow,513,243168.0,67.4
"MEPRX, LLC",MARK LAWSON,MEDIA,PA,19063,6105662226,C,Conditional,MFP Cash Flow,513,243168.0,67.4
RMH HEALTH CARE CENTER PHARMACY,JOHN EARNEST,MEDIA,PA,19063,6108913154,C,Conditional,MFP Cash Flow,513,243168.0,67.4
TWINSRX LLC,DAVID TYLAVSKY,NEW ALEXANDRIA,PA,15670,7246682284,C,Conditional,MFP Cash Flow,513,243168.0,67.4
ELAINE A. TRAPANI,ELAINE TRAPANI,MILLVALE,PA,15209,4128211524,C,Conditional,GLP-1 Loss,510,241740.0,67.4
MDK HEALTH,DARRYN NAYLIN,COLUMBIA,PA,17512,7172831184,C,Conditional,MFP Cash Flow,513,243168.0,67.3
PETRONE & ASSOCIATES INC,STEVEN PETRONE,COLUMBIA,PA,17512,7176845808,C,Conditional,MFP Cash Flow,513,243168.0,67.3
ORBY PHARMACY INC,TYLER RUBY,ORBISONIA,PA,17243,8144473934,C,Conditional,MFP Cash Flow,513,243168.0,67.3
"RXHEALTH 2, LLC",VISHAL CHHABRIA,BROOMALL,PA,19008,6103566772,C,Conditional,MFP Cash Flow,513,243168.0,67.3
KLINGENSMITH DRUG INC,JAMIE DAVIS,LEECHBURG,PA,15656,7248457501,C,Conditional,MFP Cash Flow,513,243168.0,67.3
"MILLERSBURG PHARMACY, INC.",GEORGE MCALANIS,MILLERSBURG,PA,17061,7176922161,C,Conditional,MFP Cash Flow,513,243168.0,67.3
LOW PHARM INC.,JAMIE WYELS,PITTSBURGH,PA,15211,4124812400,C,Conditional,GLP-1 Loss,508,240792.0,67.2
ADVANCED PHARMACY INC,JOSEPH DANIELS,MT WASHINGTON,PA,15211,4124812400,C,Conditional,GLP-1 Loss,508,240792.0,67.2
SVM3 PHARMA INC,RAVI KIRAN NALLA,MCCONNELLSBURG,PA,17233,7174853724,C,Conditional,MFP Cash Flow,513,243168.0,67.1
LOYAL PHARMACY LLC,LYUDMILA KILIMNIK,PHILADELPHIA,PA,19116,2157893061,C,Conditional,MFP Cash Flow,513,243168.0,67.1
RICHARD J. MCMENAMIN INC.,MELISSA FIGUEROA RIVERA,PHILADELPHIA,PA,19116,2156731210,C,Conditional,MFP Cash Flow,513,243168.0,67.1
SUBURBAN BUSTLETON PHARMACY INC.,JANE DZIERZA,PHILADELPHIA,PA,19116,2156730994,C,Conditional,MFP Cash Flow,513,243168.0,67.1
SUSQUEHANNA FAMILY PHARMACY LLC,NEAL JURASKA,SUSQUEHANNA,PA,18847,5708537553,C,Conditional,MFP Cash Flow,513,243168.0,67.0
KUBAS DRUG,BARRY KUBAS,NEW KENSINGTON,PA,15068,7243373515,C,Conditional,MFP Cash Flow,513,243168.0,67.0
REDDON PHARMACY,KATHLEEN REDDON,SUSQUEHANNA,PA,18847,5708533945,C,Conditional,MFP Cash Flow,513,243168.0,67.0
INTRA-NATIONAL PHARMACY HARRISBURG LLC,GOMA ADHIKARI,HARRISBURG,PA,17112,7179989669,C,Conditional,MFP Cash Flow,513,243168.0,67.0
HALLSTEAD FAMILY PHARMACY LLC,NEAL JURASKA,HALLSTEAD,PA,18822,5708799553,C,Conditional,MFP Cash Flow,513,243168.0,67.0
SPECIALTY RX PA HOLDINGS LLC,JOEL ZUPNICK,HARRISBURG,PA,17112,8146168028,C,Conditional,MFP Cash Flow,513,243168.0,67.0
VALLEY MEDICAL FACILITIES INC,ROBERT SHRUM,BEAVER,PA,15009,7247737777,C,Conditional,MFP Cash Flow,513,243168.0,66.9
HELALOZY INC,RONALD MCDERMOTT,BEAVER,PA,15009,7244956583,C,Conditional,MFP Cash Flow,513,243168.0,66.9
HELALOZY INC,RONALD MCDERMOTT,BEAVER,PA,15009,7244956583,C,Conditional,MFP Cash Flow,513,243168.0,66.9
KLINGENSMITH DRUG INC,JAMIE DAVIS,FORD CITY,PA,16226,7247631201,C,Conditional,MFP Cash Flow,513,243168.0,66.9
MEDICAL TOWER PHARMACY INC,DANIEL HELLER,PHILA,PA,19103,2155453525,C,Conditional,MFP Cash Flow,513,243168.0,66.9
JONICO INC,JONATHAN JACOBS,BERLIN,PA,15530,8142674013,C,Conditional,MFP Cash Flow,513,243168.0,66.7
QUALITY MARKETS PHARMACY 63,JAMES ERBA,ERIE,PA,16505,8148330654,C,Conditional,MFP Cash Flow,513,243168.0,66.7
GREBLAW INC,BRETTON WALBERG,JAMESTOWN,PA,16134,7249325355,C,Conditional,MFP Cash Flow,513,243168.0,66.7
UPMC WELLSBORO,JANIE HILFIGER,WELLSBORO,PA,16901,5707230157,C,Conditional,MFP Cash Flow,513,243168.0,66.7
3JB LLC,STEVEN DECRISCIO,DAVIDSVILLE,PA,15928,8144792588,C,Conditional,MFP Cash Flow,513,243168.0,66.7
CASH PHARMACY,SRIKANTH SHIVAKUMAR,ERIE,PA,16505,6143976687,C,Conditional,MFP Cash Flow,513,243168.0,66.7
COMMUNITY HEALTH NET,CRAIG ULMER,ERIE,PA,16501,8144649520,C,Conditional,MFP Cash Flow,513,243168.0,66.7
ERIE PHARMACY,JEFFREY SEDELMYER,ERIE,PA,16505,8144027123,C,Conditional,MFP Cash Flow,513,243168.0,66.7
LINESVILLE PHARMACY INC,BRETTON WALBERG,LINESVILLE,PA,16424,8148180010,C,Conditional,MFP Cash Flow,513,243168.0,66.7
"ROADWAY PHARMACY, INC.",FELIX SZYMKOWIAK,SEWARD,PA,15954,8144465536,C,Conditional,MFP Cash Flow,513,243168.0,66.7
3JB LLC,STEVEN DECRISCIO,SOMERSET,PA,15501,8144456511,C,Conditional,MFP Cash Flow,513,243168.0,66.7
COLONIAL FAMILY PHARMACY #2,JEAN NEJMAN,ERIE,PA,16509,8148687805,C,Conditional,MFP Cash Flow,513,243168.0,66.7
SHADY MAPLE PHARMACY,MARK EAST,EAST EARL,PA,17519,7173559424,C,Conditional,MFP Cash Flow,513,243168.0,66.7
NCSPHARMACY LLC,CHETAN PATEL,LITITZ,PA,17543,7176262222,C,Conditional,MFP Cash Flow,513,243168.0,66.7
TODAY'S DRUG INC,ANTHONY GREJDA,PITTSBURGH,PA,15220,4129281761,C,Conditional,GLP-1 Loss,505,239376.0,66.7
"RBJ ENTERPRISES, INC.",MICHAEL HORNER,PUNXSUTAWNEY,PA,15767,8149383077,C,Conditional,MFP Cash Flow,513,243168.0,66.6
STEWARTS DRUG STORE,BRADLEY GIGLIOTTI,PUNXSUTAWNEY,PA,15767,8149388570,C,Conditional,MFP Cash Flow,513,243168.0,66.6
PETROLIA PHARMACY INC,BRETTON WALBERG,PETROLIA,PA,16050,7247564050,C,Conditional,MFP Cash Flow,513,243168.0,66.6
RISHU ENTERPRISES LLC,JIGNESH PATEL,BIRDSBORO,PA,19508,2676476337,C,Conditional,GLP-1 Loss,505,239376.0,66.6
BLUEBERRY PHARMACY,KYLE MCCORMICK,PITTSBURGH,PA,15229,4126122279,C,Conditional,GLP-1 Loss,505,239376.0,66.6
LZK INC,KEVIN MCKINNEY,BELLEVUE,PA,15202,4127666550,C,Conditional,GLP-1 Loss,504,238896.0,66.6
SOGAL INC.,GLORIA HOMER-WILLIAMS,PHILADELPHIA,PA,19150,2152247100,C,Conditional,GLP-1 Loss,513,243168.0,66.5
ROCK RUNNERS LOGISTICS LLC,SUNNY OMESIETE,PHILADELPHIA,PA,19150,2673315490,C,Conditional,GLP-1 Loss,513,243168.0,66.5
PRIMARY CHOICE PHARMACY LLC,EMMANUIL SHAMILOV,PHILADELPHIA,PA,19141,2154379043,C,Conditional,GLP-1 Loss,513,243168.0,66.5
SHREE PHARMACY LLC,DARSHAN PAREKH,PHILADELPHIA,PA,19141,2159270224,C,Conditional,GLP-1 Loss,513,243168.0,66.5
APPRAISED LLC,JITTU GEORGE,PHILADELPHIA,PA,19141,2672975030,C,Conditional,GLP-1 Loss,513,243168.0,66.5
GREEN PHARMACY AND STORE LLC,BABATUNDE OSOBU,PHILADELPHIA,PA,19141,2679968770,C,Conditional,GLP-1 Loss,513,243168.0,66.5
SHREE PHARMACY LLC,DARSHAN PAREKH,PHILADELPHIA,PA,19141,2159270224,C,Conditional,GLP-1 Loss,513,243168.0,66.5
VVLS HEALTHCARE INC,LALIT CHERUKURI,PHILADELPHIA,PA,19141,2159276700,C,Conditional,GLP-1 Loss,513,243168.0,66.5
"SLOAN'S PHARMACY, INC.",JACOB SHERK,ELIZABETHTOWN,PA,17022,7176536888,C,Conditional,MFP Cash Flow,513,243168.0,66.4
KLINGENSMITH DRUG INC,JAMIE DAVIS,NEW BETHLEHEM,PA,16242,8142753424,C,Conditional,MFP Cash Flow,513,243168.0,66.4
NORTH HUNTINGDON MEDICAL INC,MARVIN SHEFFLER,NORTH HUNTINGDON,PA,15642,7249780110,C,Conditional,GLP-1 Loss,513,243168.0,66.4
PROHEALTH PHARMACY CORP,GOPAL CHHIBBA,PHILADELPHIA,PA,19153,2154925445,C,Conditional,GLP-1 Loss,513,243168.0,66.4
LINDA P SANTAMARIA,LINDA SANTAMARIA,IRWIN,PA,15642,7248647770,C,Conditional,GLP-1 Loss,513,243168.0,66.4
SINKING SPRING PHARMACY INC,ABIGAIL LUKENDA,SINKING SPRING,PA,19608,6104844321,C,Conditional,GLP-1 Loss,502,237948.0,66.4
"NELLS, INC.",DARRELL ROSENBERGER,SINKING SPRING,PA,19608,6106786610,C,Conditional,GLP-1 Loss,502,237948.0,66.4
GLENVIEW APOTHECARY INC.,JAMES HIMES,OIL CITY,PA,16301,8146763731,C,Conditional,GLP-1 Loss,513,243168.0,66.3
"SULCO RX, LLC",MELISSA KELLER,DUSHORE,PA,18614,5709288010,C,Conditional,MFP Cash Flow,513,243168.0,66.2
3JB LLC,JOHN PASTOREK,EBENSBURG,PA,15931,8144729390,C,Conditional,MFP Cash Flow,513,243168.0,66.2
DLP CONEMAUGH PHYSICIAN PRACTICES LLC,SIERRA ROBERTS,JOHNSTOWN,PA,15904,8145343399,C,Conditional,MFP Cash Flow,513,243168.0,66.2
MAINLINE PHARMACY EBENSBURG LLC,STEVEN DECRISCIO,EBENSBURG,PA,15931,8144729390,C,Conditional,MFP Cash Flow,513,243168.0,66.2
3JB LLC,STEVEN DECRISCIO,HASTINGS,PA,16646,8142479959,C,Conditional,MFP Cash Flow,513,243168.0,66.2
"MARTELLA'S PHARMACY, LLC",JACQUELINE MARTELLA,JOHNSTOWN,PA,15905,8145351833,C,Conditional,MFP Cash Flow,513,243168.0,66.2
WESTMONT DRUG STORE,MICHAEL GNAGEY,JOHNSTOWN,PA,15905,8142554101,C,Conditional,MFP Cash Flow,513,243168.0,66.2
HOLLIDAYSBURG PHARMACY LLC,WILLIAM THOMPSON,HOLLIDAYSBURG,PA,16648,8146930270,C,Conditional,MFP Cash Flow,513,243168.0,66.2
SHREEVA RX LLC,PARSHIL PATEL,BUTLER,PA,16001,7242828446,C,Conditional,GLP-1 Loss,513,243168.0,66.2
LINMAS DRUGS INC,JOHN DREHER,EMLENTON,PA,16373,7248672400,C,Conditional,GLP-1 Loss,513,243168.0,66.2
"PENN LAUREL PHARMACY, LLC.",JACQUELINE MARTELLA MARTELLA,CENTRAL CITY,PA,15926,8147545717,C,Conditional,MFP Cash Flow,513,243168.0,66.1
3JB LLC,JOHN PASTOREK,BLAIRSVILLE,PA,15717,7244597400,C,Conditional,MFP Cash Flow,513,243168.0,66.1
3JB LLC,STEVEN DECRISCIO,BLAIRSVILLE,PA,15717,7244597400,C,Conditional,MFP Cash Flow,513,243168.0,66.1
COOKES PHARMACY INC,ANDREW HAFLETT,TROY,PA,16947,5702972848,C,Conditional,MFP Cash Flow,513,243168.0,65.9
"MARTELLA'S PHARMACY OF WINDBER, LLC",JACQUELINE MARTELLA,WINDBER,PA,15963,8144679700,C,Conditional,MFP Cash Flow,513,243168.0,65.9
PENN HIGHLANDS HOME MEDICAL EQUIPMENT LLC,MICHELLE BENNETT,KANE,PA,16735,8148378500,C,Conditional,MFP Cash Flow,513,243168.0,65.9
YAKIM'S COMPOUNDING PHARMACY,JOHN YAKIM,PITCAIRN,PA,15140,4123723700,C,Conditional,GLP-1 Loss,500,237000.0,65.9
EXETER COMMUNITY PHARMACY LLC,KOMALBAHEN PATEL,READING,PA,19606,4843393837,C,Conditional,GLP-1 Loss,500,237000.0,65.9
ACADEMY PHARMACY LLC,JOSEPH RALSTON,PHILADELPHIA,PA,19114,2156322121,C,Conditional,GLP-1 Loss,511,242208.0,65.9
FORD PHARMACY LLC,SUNNY OMESIETE,PHILADELPHIA,PA,19114,2155445555,C,Conditional,GLP-1 Loss,511,242208.0,65.9
MEDPLUS PHARMACY INC,VASILIOS PALENGAS,PHILADELPHIA,PA,19152,2159411220,C,Conditional,GLP-1 Loss,511,242208.0,65.9
"POTOMAC PHARMACY, INC.",JEFFERY ROSEWEIR,PITTSBURGH,PA,15216,4125318354,C,Conditional,GLP-1 Loss,500,237000.0,65.9
BORTZS PHARMACIES INC,DENA FERMAN,READING,PA,19606,6107791095,C,Conditional,GLP-1 Loss,500,237000.0,65.9
SHARBAUGH'S DRUG STORE INC,BARBARA SHARBAUGH,CARROLLTOWN,PA,15722,8143449950,C,Conditional,MFP Cash Flow,513,243168.0,65.8
F B THOMAS DRUG STORE INC,ANDREW THOMAS,MEYERSDALE,PA,15552,8146348614,C,Conditional,MFP Cash Flow,513,243168.0,65.8
BIACON COMMUNITY PHARMACY LLC,OSMAN CONTEH,ASTON,PA,19014,4844803616,C,Conditional,GLP-1 Loss,510,241740.0,65.8
"INFUCARE RX, LLC",DHARA PATEL,ASTON,PA,19014,8778283940,C,Conditional,GLP-1 Loss,510,241740.0,65.8
MCNEILL FAMILY PHARMACY INC,MARIA MCNEILL,ASTON,PA,19014,6104941445,C,Conditional,GLP-1 Loss,510,241740.0,65.8
QUIK-STOP PHARMACY OF BARLEY STATION INC,ALISSA GRIFFITH,THORNDALE,PA,19372,6103846100,C,Conditional,GLP-1 Loss,507,240312.0,65.8
PHARM-ASSIST INC,WILLIAM FAUST,CENTRE HALL,PA,16828,8144667936,C,Conditional,MFP Cash Flow,513,243168.0,65.7
GDD PHARMACY SERVICES INC,DARRIN SILBAUGH,PINE GROVE,PA,17963,5703454422,C,Conditional,MFP Cash Flow,513,243168.0,65.7
MMC PHARMACY INC,CHELSEY WALKER,COCHRANTON,PA,16314,8146380040,C,Conditional,MFP Cash Flow,513,243168.0,65.7
NORTHWEST PHARMACY SOLUTIONS LLC,STEPHANIE WERNER,COCHRANTON,PA,16314,8146380040,C,Conditional,MFP Cash Flow,513,243168.0,65.7
