display_name,owner_name,city,state,zip,phone,grade,outreach_priority,segment,est_monthly_glp1_fills,est_annual_loss,final_score
BR DRUGS INC,DANIEL LEE,FLUSHING,NY,11355,7183538858,C,Nurture,GLP-1 Loss,241,114240.0,71.2
CANALBERRY DRUGS INC.,XIAO ZHAO,FLUSHING,NY,11355,7187990668,C,Nurture,GLP-1 Loss,241,114240.0,71.2
ECO PHARMACY LLC,JAMES WONG,FLUSHING,NY,11355,7183219277,C,Nurture,GLP-1 Loss,241,114240.0,71.2
EVERLUCK PHARMACY INC.,JESSICA XU,FLUSHING,NY,11355,9179080618,C,Nurture,GLP-1 Loss,241,114240.0,71.2
FORTUNE PHARMACY7 INC,JIAHAO GU,FLUSHING,NY,11355,3477324449,C,Nurture,GLP-1 Loss,241,114240.0,71.2
"GARDEN PHARMACY GROUP, INC.",AO YU,FLUSHING,NY,11355,7189618800,C,Nurture,GLP-1 Loss,241,114240.0,71.2
HEALTHY LIVING DME INC,WEN XIE,FLUSHING,NY,11355,9293290011,C,Nurture,GLP-1 Loss,241,114240.0,71.2
JD PLUS PHARMACY LLC,JIAYUN LIN,FLUSHING,NY,11355,7188881517,C,Nurture,GLP-1 Loss,241,114240.0,71.2
JUNHE PHARMACY LLC,YUAN LI,FLUSHING,NY,11355,7183958622,C,Nurture,GLP-1 Loss,241,114240.0,71.2
K & F DRUG CORP.,PETER KOO,FLUSHING,NY,11355,7188880893,C,Nurture,GLP-1 Loss,241,114240.0,71.2
LEMONAID PHARMACY 2 INC,YI CHEN,FLUSHING,NY,11355,7188881605,C,Nurture,GLP-1 Loss,241,114240.0,71.2
MEDPLUS 2 PHARMACY INC,WENLI XIAO,FLUSHING,NY,11355,7184608329,C,Nurture,GLP-1 Loss,241,114240.0,71.2
NUSUN PHARMACY INC,TING CHEN,FLUSHING,NY,11355,7183106152,C,Nurture,GLP-1 Loss,241,114240.0,71.2
QUEENS CORNER RX LLC,YURIY YUNATANOV,FLUSHING,NY,11355,7184603825,C,Nurture,GLP-1 Loss,241,114240.0,71.2
ROYAL CARE DRUGS INC,NAMKUNG MINHO,FLUSHING,NY,11355,7188880004,C,Nurture,GLP-1 Loss,241,114240.0,71.2
SECOND CENTURY SERVICES CORPORATION,WAIMING WU,FLUSHING,NY,11355,7183533160,C,Nurture,GLP-1 Loss,241,114240.0,71.2
UNICORN RX PHARMACY INC,DAXUAN LI,FLUSHING,NY,11355,9176771690,C,Nurture,GLP-1 Loss,241,114240.0,71.2
28 PHARMACY INC.,HOK HIM CHENG,FLUSHING,NY,11355,7187990280,C,Nurture,GLP-1 Loss,241,114240.0,71.2
41 PHARMACY INC,JIN CUI HUANG,FLUSHING,NY,11355,9175635899,C,Nurture,GLP-1 Loss,241,114240.0,71.2
88 HEALTHY PHARMACY LLC,WANLIN CHANG,FLUSHING,NY,11355,7187990819,C,Nurture,GLP-1 Loss,241,114240.0,71.2
ALL RX PHARMACY III LLC,KWOK HEI LEE,FLUSHING,NY,11355,7188880580,C,Nurture,GLP-1 Loss,241,114240.0,71.2
ALLDAY PHARMACY INC,RAYMOND CHEUNG,FLUSHING,NY,11355,7188863288,C,Nurture,GLP-1 Loss,241,114240.0,71.2
CF16 INC,ELISHA RO,FLUSHING,NY,11355,7187990866,C,Nurture,GLP-1 Loss,241,114240.0,71.2
CHERRY PHARMACY INC.,EDWARD SHEN,FLUSHING,NY,11355,7183535001,C,Nurture,GLP-1 Loss,241,114240.0,71.2
DRAGON PHARMACY INC.,RYAN SHAO,FLUSHING,NY,11355,7187990832,C,Nurture,GLP-1 Loss,241,114240.0,71.2
ESSENTIAL DRUGS INC,RUIJUN GUO,FLUSHING,NY,11355,3477320905,C,Nurture,GLP-1 Loss,241,114240.0,71.2
HEALTHY CARE DRUGS INC.,MONITA SHAH,FLUSHING,NY,11355,7188865299,C,Nurture,GLP-1 Loss,241,114240.0,71.2
HK PHARMACY INC.,LIN CUI,FLUSHING,NY,11355,7187990660,C,Nurture,GLP-1 Loss,241,114240.0,71.2
HY PHARMACY LLC,LINNA LIN,FLUSHING,NY,11355,9293007800,C,Nurture,GLP-1 Loss,241,114240.0,71.2
KISSENA RX PHARMACY INC,BRADLEY TEOH,FLUSHING,NY,11355,9175631079,C,Nurture,GLP-1 Loss,241,114240.0,71.2
LAMS LAB LLC,CHUNG LAM,FLUSHING,NY,11355,7188881918,C,Nurture,GLP-1 Loss,241,114240.0,71.2
LONGEVITY ENTERPRISE INC.,ZHAO YING LIN,FLUSHING,NY,11355,7187992881,C,Nurture,GLP-1 Loss,241,114240.0,71.2
MOSES PHARMACY INC.,ALEX SHEN,FLUSHING,NY,11355,9293007020,C,Nurture,GLP-1 Loss,241,114240.0,71.2
NY28 INC,YING CHEN,FLUSHING,NY,11355,7187990929,C,Nurture,GLP-1 Loss,241,114240.0,71.2
NY88 LLC,TIN LAM,FLUSHING,NY,11355,7187990999,C,Nurture,GLP-1 Loss,241,114240.0,71.2
PRESCRIPTION HEADQUARTERS FLUSHING PLAZA INC,BENJAMIN ISRAELI,FLUSHING,NY,11355,7189619393,C,Nurture,GLP-1 Loss,241,114240.0,71.2
SEJONG PHARMACY INC,HYE IN KIM,FLUSHING,NY,11355,7187490888,C,Nurture,GLP-1 Loss,241,114240.0,71.2
XIDI INC,XIAO DING,FLUSHING,NY,11355,9175637555,C,Nurture,GLP-1 Loss,241,114240.0,71.2
YMA PHARMACY INC,ARKADIY MALAKOV,FLUSHING,NY,11355,3474381068,C,Nurture,GLP-1 Loss,241,114240.0,71.2
LEMED PHARMACY BUFFALO LLC,SHALEEN PATEL,BUFFALO,NY,14209,3479134656,C,Nurture,GLP-1 Loss,230,109020.0,71.1
CAMBRIA PHARMACY LLC,MARIE SANON,CAMBRIA HEIGHTS,NY,11411,7184702599,C,Nurture,GLP-1 Loss,238,112812.0,71.0
CAMBRIA PHARMACY LLC,MARIE SANON,CAMBRIA HEIGHTS,NY,11411,7184702599,C,Nurture,GLP-1 Loss,238,112812.0,71.0
EVERS CAMBRIA INC,ANTHONY VARIKOS,CAMBRIA HEIGHTS,NY,11411,7187342207,C,Nurture,GLP-1 Loss,238,112812.0,71.0
LINDEN CARE RX INC,ARTHUR ALIAV,CAMBRIA HEIGHTS,NY,11411,3477224443,C,Nurture,GLP-1 Loss,238,112812.0,71.0
LINDEN CHEMIST INC,RENE LOTTI,CAMBRIA HEIGHTS,NY,11411,7185281500,C,Nurture,GLP-1 Loss,238,112812.0,71.0
DHARMA PHARMACY LLC,DHARMESH PATEL,SYRACUSE,NY,13203,3153994677,C,Nurture,GLP-1 Loss,247,117072.0,71.0
1746 PHARMACY CORP,MOIN UDDIN,BROOKLYN,NY,11203,7187741656,C,Nurture,GLP-1 Loss,240,113760.0,70.9
BEINGWELL CORP,MAINUL HAQUE,BROOKLYN,NY,11203,7183745143,C,Nurture,GLP-1 Loss,240,113760.0,70.9
BUCKLEY PHARMACY INC,KHATIMA KHAN,BROOKLYN,NY,11203,6463798747,C,Nurture,GLP-1 Loss,240,113760.0,70.9
KEY CARE PHARMACY INC,JOSELINE POULARD,BROOKLYN,NY,11203,7186931957,C,Nurture,GLP-1 Loss,240,113760.0,70.9
KINGS DRUG & SURGICAL CORP,JITENDRA PATEL,BROOKLYN,NY,11203,7183633300,C,Nurture,GLP-1 Loss,240,113760.0,70.9
LIVINGWORD PHARMACY INC,BABAK RAMINFAR,BROOKLYN,NY,11203,3474619555,C,Nurture,GLP-1 Loss,240,113760.0,70.9
TYSM RX LLC,TIMUR YUZEFPOLSKIY,BROOKLYN,NY,11203,9293753630,C,Nurture,GLP-1 Loss,240,113760.0,70.9
CITI EXPRESS PHARMACY AND MEDICAL SUPPLIES LLC,MARLYJEAN RAYMOND-JOSEPH,BROOKLYN,NY,11203,7183558800,C,Nurture,GLP-1 Loss,240,113760.0,70.9
ISLAND PHARMACY & SURGICAL INC,JABBAR AHMAD,BROOKLYN,NY,11203,7183456588,C,Nurture,GLP-1 Loss,240,113760.0,70.9
KINGS PHARMACY INC,JACQUELINE BISSAH,BROOKLYN,NY,11203,7188568048,C,Nurture,GLP-1 Loss,240,113760.0,70.9
"M&I PHARMACY, INC.",MUHAMMED RAHMAN,BROOKLYN,NY,11203,7184938118,C,Nurture,GLP-1 Loss,240,113760.0,70.9
"WATER STREET PHARMACY, INC.",TRACEY KNAPP,PENN YAN,NY,14527,3155360100,C,Nurture,GLP-1 Loss,229,108552.0,70.7
PORTLAND PHARMACY INC,MALIK SHAIBI,ROCHESTER,NY,14621,5855377081,C,Nurture,DIR Fee Squeeze,251,118968.0,70.6
BRUCKNER PLAZA PHARMACY INC,JAYSHREE DESAI,BRONX,NY,10473,7188282446,C,Nurture,DIR Fee Squeeze,246,116604.0,70.5
RAHIMU PHARMACY INC,SHEHZIA FARUQUE,BRONX,NY,10473,7189917550,C,Nurture,DIR Fee Squeeze,246,116604.0,70.5
"STORY AVE 24, LLC",AKHMED UMAROV,BRONX,NY,10473,7188222923,C,Nurture,DIR Fee Squeeze,246,116604.0,70.5
MR M PHARMACY INC,MOSHE MOLKANDOW,BRONX,NY,10473,7188222905,C,Nurture,DIR Fee Squeeze,246,116604.0,70.5
SUN PHARMA INC,POORNACHANDRA MALEPATI,BRONX,NY,10473,7188932400,C,Nurture,DIR Fee Squeeze,246,116604.0,70.5
SUN PHARMA INC.,RAVINDER ANNAMANENI,BRONX,NY,10473,7188932400,C,Nurture,DIR Fee Squeeze,246,116604.0,70.5
"THE CARE CENTER PHRMACY, INC.",MICHAEL CAVE,GOWANDA,NY,14070,7165328000,C,Nurture,GLP-1 Loss,243,115176.0,70.5
"VALLEY PHARMACY AND MEDICAL SUPPLIES, INC.",TAMMIE RUZYCKI,GOWANDA,NY,14070,7169821264,C,Nurture,GLP-1 Loss,243,115176.0,70.5
ELLICOTTVILLE PHARMACY INC,PETER ILLIG,SALAMANCA,NY,14779,7169452140,C,Nurture,GLP-1 Loss,246,116604.0,70.4
"JOHN, ROSS L., SR. NATIVE PHARMACEUTICAL DIRECT",ROSS JOHN,SALAMANCA,NY,14779,7169456712,C,Nurture,GLP-1 Loss,246,116604.0,70.4
100 CARE PHARMACY INC,CLIFF BAUMANN,FLUSHING,NY,11354,7187990138,C,Nurture,GLP-1 Loss,232,109968.0,70.2
ADVANCE CARE RX INC,JIAJIAO ZHOU,FLUSHING,NY,11354,7186663066,C,Nurture,GLP-1 Loss,232,109968.0,70.2
AHOY DRUGS LLC,AMY HO,FLUSHING,NY,11354,7187628862,C,Nurture,GLP-1 Loss,232,109968.0,70.2
ALL ABOUT YOU PHARMACY LLC,XIAOLONG LI,FLUSHING,NY,11354,7187990488,C,Nurture,GLP-1 Loss,232,109968.0,70.2
BEST CARE RX LLC,ZHENNI CHEN,FLUSHING,NY,11354,7182693356,C,Nurture,GLP-1 Loss,232,109968.0,70.2
BLOOMING LIGHT RX INC,DAVID LEE,FLUSHING,NY,11354,9179832638,C,Nurture,GLP-1 Loss,232,109968.0,70.2
DONG SEO PHARMACY LLC,PYONG YUN,FLUSHING,NY,11354,7188887811,C,Nurture,GLP-1 Loss,232,109968.0,70.2
ELEMENTS PHARMACY INC.,JUSTIN IEONG,FLUSHING,NY,11354,7188883366,C,Nurture,GLP-1 Loss,232,109968.0,70.2
GHF PHARMACY INC,YI GAO,FLUSHING,NY,11354,7187990896,C,Nurture,GLP-1 Loss,232,109968.0,70.2
JW PHARMACY LLC,JOHN LAM,FLUSHING,NY,11354,7187623784,C,Nurture,GLP-1 Loss,232,109968.0,70.2
"KOO & CO., INC",PETER KOO,FLUSHING,NY,11354,7183211716,C,Nurture,GLP-1 Loss,232,109968.0,70.2
KOO AND CO INC,PETER KOO,FLUSHING,NY,11354,7183588801,C,Nurture,GLP-1 Loss,232,109968.0,70.2
LEMONAID PHARMACY INC,YI CHEN,FLUSHING,NY,11354,7188881005,C,Nurture,GLP-1 Loss,232,109968.0,70.2
MAIN STREET DRUGS INC.,KUN WONG,FLUSHING,NY,11354,3474381265,C,Nurture,GLP-1 Loss,232,109968.0,70.2
MANNER LLC,ZE DONG CHEN,FLUSHING,NY,11354,2128841210,C,Nurture,GLP-1 Loss,232,109968.0,70.2
MMM HEALTH CORP,KIN YIN YUNG,FLUSHING,NY,11354,9178681630,C,Nurture,GLP-1 Loss,232,109968.0,70.2
ONE CARE PHARMACY INC.,BOQIANG WENG,FLUSHING,NY,11354,7182606688,C,Nurture,GLP-1 Loss,232,109968.0,70.2
PREMIUM PHARMACY 2 INC,AMANDA SIU,FLUSHING,NY,11354,7188867178,C,Nurture,GLP-1 Loss,232,109968.0,70.2
ROOSEVELT PHARMACY INC,HENGDA LIU,FLUSHING,NY,11354,7188881500,C,Nurture,GLP-1 Loss,232,109968.0,70.2
RX EXPRESS PHARMACY INC.,RAYMOND KOO,FLUSHING,NY,11354,7183534055,C,Nurture,GLP-1 Loss,232,109968.0,70.2
SOLOMON PHARMACY CORPORATION,SEONG MIN LIM,FLUSHING,NY,11354,7183212526,C,Nurture,GLP-1 Loss,232,109968.0,70.2
"Y S DRUG STORE, INC",DAE GON KIM,FLUSHING,NY,11354,7184615500,C,Nurture,GLP-1 Loss,232,109968.0,70.2
88 PHARMACY INC.,FENG JIANG,FLUSHING,NY,11354,7184611234,C,Nurture,GLP-1 Loss,232,109968.0,70.2
AMAZING CARE PHARMACY INC,MIN SHI,FLUSHING,NY,11354,7188862826,C,Nurture,GLP-1 Loss,232,109968.0,70.2
ANDONG GROUP INC,HUA LI,FLUSHING,NY,11354,7186613377,C,Nurture,GLP-1 Loss,232,109968.0,70.2
APOTHE SPACE DRUGS LLC,ERIC TENG,FLUSHING,NY,11354,7183217421,C,Nurture,GLP-1 Loss,232,109968.0,70.2
BC PHARMACY INC,BANG CHUNG,FLUSHING,NY,11354,7187990609,C,Nurture,GLP-1 Loss,232,109968.0,70.2
C. A. PHARMACY INC.,EVE SZE,FLUSHING,NY,11354,9175083178,C,Nurture,GLP-1 Loss,232,109968.0,70.2
CAPSTONE HEALTH INC,XIAO ZHANG,FLUSHING,NY,11354,2127846853,C,Nurture,GLP-1 Loss,232,109968.0,70.2
CL PHARMACY INC,LIN CUI,FLUSHING,NY,11354,7187856666,C,Nurture,GLP-1 Loss,232,109968.0,70.2
CLNY HEALTH INC.,JASON LI,FLUSHING,NY,11354,3475423326,C,Nurture,GLP-1 Loss,232,109968.0,70.2
COMPASS RX INC,RAYMOND WU,FLUSHING,NY,11354,7187990523,C,Nurture,GLP-1 Loss,232,109968.0,70.2
CURATIVE INC,ROBERT SABET,FLUSHING,NY,11354,7183587000,C,Nurture,GLP-1 Loss,232,109968.0,70.2
EJ UNITED PHARMACY INC,YINGYING SHI,FLUSHING,NY,11354,9173061573,C,Nurture,GLP-1 Loss,232,109968.0,70.2
EQUAL CARE PHARMACY,LING CHEUNG,FLUSHING,NY,11354,2122286137,C,Nurture,GLP-1 Loss,232,109968.0,70.2
FOREVER PHARMACY INC.,RENJIE ZHU,FLUSHING,NY,11354,7188887000,C,Nurture,GLP-1 Loss,232,109968.0,70.2
GOOD FRIEND PHARMACY CORP,YA HSING WANG,FLUSHING,NY,11354,7187990928,C,Nurture,GLP-1 Loss,232,109968.0,70.2
HEALTHY DRUGS & MEDICAL SUPPLIES INC,YANGGENG LIN,FLUSHING,NY,11354,9177023178,C,Nurture,GLP-1 Loss,232,109968.0,70.2
LAMBDA HEALTH INC,WENLI WU,FLUSHING,NY,11354,2127962168,C,Nurture,GLP-1 Loss,232,109968.0,70.2
LOTUS HEALTH PHARMACY INC.,SANDY HO,FLUSHING,NY,11354,1875096858,C,Nurture,GLP-1 Loss,232,109968.0,70.2
MC DRUGS LLC,DEKONG ZENG,FLUSHING,NY,11354,7187622099,C,Nurture,GLP-1 Loss,232,109968.0,70.2
MERIDIEN HEALTH INC,GAO MING LUAN,FLUSHING,NY,11354,7182853965,C,Nurture,GLP-1 Loss,232,109968.0,70.2
MY HOPE PHARMACY LLC,TAO CHEN,FLUSHING,NY,11354,7183538202,C,Nurture,GLP-1 Loss,232,109968.0,70.2
NY 88 PHARMACY,CHENGHUI JIN,FLUSHING,NY,11354,7188867918,C,Nurture,GLP-1 Loss,232,109968.0,70.2
NY ELM PHARMACY INC,LINZHE KONG,FLUSHING,NY,11354,7184632688,C,Nurture,GLP-1 Loss,232,109968.0,70.2
NY HEART PHARMACY INC,YOUNJI JANG,FLUSHING,NY,11354,7187990800,C,Nurture,GLP-1 Loss,232,109968.0,70.2
PARSONS NY PHARMACY INC.,SAE JUNG KIM,FLUSHING,NY,11354,7188887817,C,Nurture,GLP-1 Loss,232,109968.0,70.2
PARSONS PHARMACY INC,NAM JUNG,FLUSHING,NY,11354,7188887817,C,Nurture,GLP-1 Loss,232,109968.0,70.2
PHD PHARMACEUTICAL SERVICES INC,DANIEL CAI,FLUSHING,NY,11354,7183595605,C,Nurture,GLP-1 Loss,232,109968.0,70.2
PRISMA HEALTH INC,XIAO ZHANG,FLUSHING,NY,11354,7186799860,C,Nurture,GLP-1 Loss,232,109968.0,70.2
RAINBOW CARE PHARMA INC,DAMINI PATEL,FLUSHING,NY,11354,7188865899,C,Nurture,GLP-1 Loss,232,109968.0,70.2
SILVER CARE PHARMACY INC,HASEEB SHAH,FLUSHING,NY,11354,9146291355,C,Nurture,GLP-1 Loss,232,109968.0,70.2
SILVER CARE PHARMACY INC,HASEEB SHAH,FLUSHING,NY,11354,7184458585,C,Nurture,GLP-1 Loss,232,109968.0,70.2
TROY PHARMACY LLC,TROY CHOI,FLUSHING,NY,11354,7188888008,C,Nurture,GLP-1 Loss,232,109968.0,70.2
"LEWISTON APOTHECARY, LLC",JAYSON BULMAHN,LEWISTON,NY,14092,7167544500,C,Nurture,GLP-1 Loss,230,109020.0,70.1
"THE CHAUTAUQUA CENTER, INC",MICHAEL PEASE,JAMESTOWN,NY,14701,7164844334,C,Nurture,GLP-1 Loss,241,114240.0,70.0
NIAGARA APOTHECARY INC.,JAMIE LATKO,NIAGARA FALLS,NY,14304,7162973530,C,Conditional,GLP-1 Loss,236,111864.0,69.9
SUMMIT PARK PHARMACY INC,CHRISTOPHER SAULS,NIAGARA FALLS,NY,14304,7162977151,C,Conditional,GLP-1 Loss,236,111864.0,69.9
WELLNESS PARK PHARMACY INC,KRISTINA ELMER,NIAGARA FALLS,NY,14304,7162601918,C,Conditional,GLP-1 Loss,236,111864.0,69.9
GOLUB CORPORATION,SCOTT GUISINGER,ROME,NY,13440,3153373559,C,Conditional,GLP-1 Loss,237,112344.0,69.9
"MARTIN'S FOODS OF SOUTH BURLINGTON, LLC",MICHAEL VAIL,ROME,NY,13440,3153360305,C,Conditional,GLP-1 Loss,237,112344.0,69.9
PRANAY PHARMACY LLC,ABHISHEK PATEL,ROME,NY,13440,3153390400,C,Conditional,GLP-1 Loss,237,112344.0,69.9
"PRESCRIPTION CENTER PHARMACY OF ROME, INC.",DAVID FIORE,ROME,NY,13440,3153377050,C,Conditional,GLP-1 Loss,237,112344.0,69.9
"THE CHAUTAUQUA CENTER, INC.",MICHAEL PEASE,SOUTH DAYTON,NY,14138,7169883410,C,Conditional,GLP-1 Loss,240,113760.0,69.9
"BROWNS PRESCRIPTION PHARMACY, INC",COLIN VALENTA,DEPOSIT,NY,13754,6074672298,C,Conditional,GLP-1 Loss,234,110916.0,69.8
ELLICOTTVILLE PHARMACY INC,BENJAMIN GILROY,ELLICOTTVILLE,NY,14731,7166992300,C,Conditional,GLP-1 Loss,228,108072.0,69.7
ELLICOTTVILLE PHARMACY INC,BENJAMIN GILROY,ELLICOTTVILLE,NY,14731,7166992384,C,Conditional,GLP-1 Loss,228,108072.0,69.7
BLACK DRUGS INC,BRAHMAJI VALIVETI,UTICA,NY,13501,3157326915,C,Conditional,GLP-1 Loss,243,115176.0,69.7
THE GOLUB CORPORATION,SCOTT GUISINGER,UTICA,NY,13501,3157321499,C,Conditional,GLP-1 Loss,243,115176.0,69.7
BOBS PHARMACY LLC,SARATH ADUSUMALLI,UTICA,NY,13501,3157326915,C,Conditional,GLP-1 Loss,243,115176.0,69.7
PARKWAY DRUGS OF ONEIDA COUNTY INC,ANTHONY CHIFFY,UTICA,NY,13501,3157353525,C,Conditional,GLP-1 Loss,243,115176.0,69.7
SHERMAN AREA PHARMACY INC,CHRISTAN NYWEIDE,SHERMAN,NY,14781,7167616876,C,Conditional,GLP-1 Loss,236,111864.0,69.7
"RX CITY PHARMACY, INC",RICHARD PINCKNEY,AUBURN,NY,13021,3152820088,C,Conditional,GLP-1 Loss,233,110448.0,69.4
"HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.",DEBBI BARBER,N SYRACUSE,NY,13212,8662207383,C,Conditional,GLP-1 Loss,229,108552.0,69.4
ADIRONDACK APOTHECARY LLC,REBECCA DOYLE,PORT HENRY,NY,12974,5185467244,C,Conditional,GLP-1 Loss,244,115656.0,69.3
WATER STREET PHARMACY INC.,TRACEY KNAPP,DUNDEE,NY,14837,6072438114,C,Conditional,GLP-1 Loss,236,111864.0,69.2
"PHARMACY FOR THE PUBLIC GOOD, INC.",EDWARD ULLMANN,PHOENICIA,NY,12464,8456880188,C,Conditional,GLP-1 Loss,237,112344.0,69.1
"PHARMACY FOR THE PUBLIC GOOD, INC.",EDWARD ULLMANN,PHOENICIA,NY,12464,8456880188,C,Conditional,GLP-1 Loss,237,112344.0,69.1
J HORN LLC,JOSHUA HORN,OLEAN,NY,14760,7163766337,C,Conditional,GLP-1 Loss,234,110916.0,69.1
PRIZELS PHARMACY LLC,ROBERT PRIZEL,OLEAN,NY,14760,7163738383,C,Conditional,GLP-1 Loss,234,110916.0,69.1
WORTHY PHARMACY LLC,LISA WORTH,OLEAN,NY,14760,7168047979,C,Conditional,GLP-1 Loss,234,110916.0,69.1
SENECA PHARMACY OF WNY INC,TRACY ARDALAN,BUFFALO,NY,14210,7168274900,C,Conditional,GLP-1 Loss,235,111384.0,69.1
"METCARE RX ECMC PHARMACEUTICAL SERVICES, LLC",GINA HUNT,ROCHESTER,NY,14611,5852352370,C,Conditional,GLP-1 Loss,247,117072.0,69.0
"ROUTE 16 PHARMACY, LLC",BARBARA ROBERTS,HOLLAND,NY,14080,7165372822,C,Conditional,GLP-1 Loss,225,106656.0,68.8
ASTOR DRUGS LLC,SALMAN ABID,QUEENS VILLAGE,NY,11429,2129940213,C,Conditional,GLP-1 Loss,235,111384.0,68.6
COUNTY PHARMACY CORP.,HASIBULLAH MIR,QUEENS VILLAGE,NY,11429,7187762300,C,Conditional,GLP-1 Loss,235,111384.0,68.6
